invoice_id,id,service_type,amount
070c57d3-f888-495b-8d7e-96f4ccf1f126,651b99d6-4f3d-4833-95f5-8803ac1cab67,repair,1187
7d7dae4a-645c-4e3f-9307-2b6b53a930ec,9c7c91f8-0bc1-4b9f-acaa-456cfaad3768,maintenance,627
7d7dae4a-645c-4e3f-9307-2b6b53a930ec,1d2bf3a6-053e-450e-b92d-b2977ff850ac,install,692
d434509b-0f82-4a23-bb76-f2ab15e1be33,d9475feb-0966-4abb-96b0-36d876462e7d,other,3093
d434509b-0f82-4a23-bb76-f2ab15e1be33,678cb8c8-cc6b-444d-bc5b-095807ffed03,install,4470
db5b454c-c080-42ca-aa4f-122649ce732d,f265ba06-e2aa-471d-8415-c77a4f63bf11,repair,664
db5b454c-c080-42ca-aa4f-122649ce732d,1feaf68b-6bcf-4fd9-b2cf-c2729e5f1488,maintenance,725
db5b454c-c080-42ca-aa4f-122649ce732d,54bf74b5-3337-4496-bb4e-836082a17dd9,maintenance,43
db5b454c-c080-42ca-aa4f-122649ce732d,1955e13a-2fa5-4cb5-8632-063aaea1c3f4,repair,1721
f7d0cf10-a016-42f2-a721-d0fc7198591f,456d5782-60ab-476d-9870-cf759ae181f4,other,210
f7d0cf10-a016-42f2-a721-d0fc7198591f,09b6a397-c2e8-4756-9130-0e074af1c1f2,cleaning,50
f7d0cf10-a016-42f2-a721-d0fc7198591f,2de192ee-7aff-479f-8c69-ea07c5328681,repair,1521
f7d0cf10-a016-42f2-a721-d0fc7198591f,a202233c-cbc8-48e6-8d86-773fd5fb235f,construction,1966
27a90dbd-04c6-430d-9ea3-ab0f152fcfeb,61f9b393-aa20-4b0d-996c-8be35d7f7de5,construction,122
27a90dbd-04c6-430d-9ea3-ab0f152fcfeb,d30b1fce-ade4-4930-8990-c5df3c3068f2,maintenance,236
27a90dbd-04c6-430d-9ea3-ab0f152fcfeb,3727d992-49ad-4f91-9068-22c8bb71004f,maintenance,246
27a90dbd-04c6-430d-9ea3-ab0f152fcfeb,2beba48a-f3aa-47a9-b363-ac1062296793,cleaning,68
27a90dbd-04c6-430d-9ea3-ab0f152fcfeb,4a2dc76b-d15d-467d-8ce6-1e97e41f9057,cleaning,610
c8c43eed-d892-4a81-966e-e9d701899e32,fadb2d65-5d13-4826-8607-5dad2c12497f,repair,49
c8c43eed-d892-4a81-966e-e9d701899e32,f7d5df5a-7834-4294-9259-1694388d79e1,painting,96
c8c43eed-d892-4a81-966e-e9d701899e32,5b7ee27f-2724-4642-8c22-be3275d56c49,cleaning,99
c8c43eed-d892-4a81-966e-e9d701899e32,10a4cc57-21ea-4dbd-88a3-41aec7dc87de,cleaning,157
cbab2f4d-0e7b-4b96-a2e8-5395e69f60b6,352007a0-cf7d-4544-8204-57850c33bf5b,cleaning,549
cbab2f4d-0e7b-4b96-a2e8-5395e69f60b6,2af0c588-292b-424d-945c-072d1bd10345,painting,1042
cbab2f4d-0e7b-4b96-a2e8-5395e69f60b6,94c33ca3-5f99-49e2-abfc-7e6086863fc2,painting,1473
12fcbab6-3b14-466a-9ce8-6352a2fbd043,26bf9371-75b6-41da-99c4-fb0436b7fd27,repair,6080
40ffc549-cf6a-4c46-80ed-ca5155f8545c,a825de92-f7d9-43c5-91a0-6e17711f65e0,construction,568
40ffc549-cf6a-4c46-80ed-ca5155f8545c,0eed634d-611e-4488-aa14-215159b21e43,painting,420
40ffc549-cf6a-4c46-80ed-ca5155f8545c,576eb492-e2e4-42e1-98d2-32917d304f00,repair,354
40ffc549-cf6a-4c46-80ed-ca5155f8545c,95608bfd-afe5-40de-ab9f-cac3d0fc3e9b,repair,1689
40ffc549-cf6a-4c46-80ed-ca5155f8545c,302c6fcc-0d84-401b-bfe8-f952ab615086,cleaning,1907
0b191aca-8dfd-4f9e-bf29-898c525c1765,014f6f23-be22-47c6-b9e8-9ceee59a273a,repair,960
0b191aca-8dfd-4f9e-bf29-898c525c1765,9c63c9a0-a6d6-49f0-b5b6-c916833b66e6,painting,1158
0b191aca-8dfd-4f9e-bf29-898c525c1765,5bfe2848-7040-4fcb-beee-7f5a7dcbb7c3,maintenance,4259
9eed5e80-19cd-4051-9b50-34d1e927f5ef,9b72bc2c-c303-477d-9978-3f5afc21c0be,repair,354
9eed5e80-19cd-4051-9b50-34d1e927f5ef,d6b35b7c-2aba-44b8-a35f-4ab890a8eb70,other,584
9eed5e80-19cd-4051-9b50-34d1e927f5ef,a0cbddee-ff25-49af-b9e8-5dd08e68e3a2,construction,676
9eed5e80-19cd-4051-9b50-34d1e927f5ef,2285eae6-b527-492f-89eb-cd6c2fbb8571,construction,698
9eed5e80-19cd-4051-9b50-34d1e927f5ef,a13076eb-f34f-47e8-b011-6ddf5aac0abc,cleaning,2759
5b682524-7640-4432-b5a4-d2c818aae595,98084253-0d9c-4d94-9701-7600f4aa81f2,construction,366
5b682524-7640-4432-b5a4-d2c818aae595,bff523a0-ed85-4e04-abd5-868806df11cf,construction,228
5b682524-7640-4432-b5a4-d2c818aae595,86de6124-3aba-418d-8a57-2f6f9168703e,install,1688
5b682524-7640-4432-b5a4-d2c818aae595,3ea212a1-ce6b-46f0-a144-76580f6758e7,maintenance,1759
3b4f2724-3808-48df-8614-9bc1445c9b6d,437e5fb0-14dd-467d-9998-a913330b61d4,maintenance,1569
3b4f2724-3808-48df-8614-9bc1445c9b6d,d2a17ea5-8bf4-4d75-954b-478b4d2b7a32,other,1156
3b4f2724-3808-48df-8614-9bc1445c9b6d,ddd89cb7-1c5c-4ede-a644-c3f15a67dd5c,other,74
3b4f2724-3808-48df-8614-9bc1445c9b6d,a76c96a5-30a3-43fb-b609-f1ad92425db2,install,399
3b4f2724-3808-48df-8614-9bc1445c9b6d,2fb778c9-be10-4026-864b-d2371031bbb7,other,5258
2b2782e6-f853-4e83-b8d1-00ca5ab583ce,bfd7a8b9-5543-4b25-808c-07b34a353778,other,149
2b2782e6-f853-4e83-b8d1-00ca5ab583ce,520460f5-a5fd-453d-9651-63be13d0d28b,cleaning,8
2b2782e6-f853-4e83-b8d1-00ca5ab583ce,98a1db5d-6e1d-4c3c-9f1a-537b4a8ab462,maintenance,487
96f32a73-5e6d-4e35-9069-25572e88e483,665bb194-e22f-49e3-864d-c2c6b18b7bcb,construction,2425
96f32a73-5e6d-4e35-9069-25572e88e483,cd0138c8-55f1-4e97-ba0b-650de1c529af,construction,4701
83fa0de3-8ea6-41e6-89ab-4a0dcb04b451,f72c4f67-f2d2-4a7f-86d3-97a557096cd9,install,434
83fa0de3-8ea6-41e6-89ab-4a0dcb04b451,069f5186-5e53-4210-b134-11643399670e,painting,1226
85cb687b-71eb-4488-a46f-fadbb8eab632,ac474292-ffa5-4af5-8f5f-16b80879fe77,painting,652
85cb687b-71eb-4488-a46f-fadbb8eab632,f5a02198-c557-4746-a98c-a185128717b5,install,1910
96eb5420-1354-4cde-985f-db6e4143c083,769af8b2-8cdc-48a5-8964-b9813aeee67f,maintenance,624
96eb5420-1354-4cde-985f-db6e4143c083,7cd4722a-f33b-42ce-919d-6905fd836f49,repair,1955
8f8591b4-3ce1-4908-be85-d78f299b4f2d,4e96c6c2-9097-43f0-8345-2e2c6b76cf60,other,1406
8f8591b4-3ce1-4908-be85-d78f299b4f2d,c7b55ad0-3ca7-4098-b0de-feb7a1963a94,construction,996
8f8591b4-3ce1-4908-be85-d78f299b4f2d,cef137be-2ad9-4938-99c4-2f121601ac49,repair,6543
3e7de7c7-7b8e-4cf0-bafa-c1f4ec4e8e0f,cb03334b-7514-4598-8d61-9bafcf870cea,other,1490
3e7de7c7-7b8e-4cf0-bafa-c1f4ec4e8e0f,d1551de6-d931-43c7-951e-599633ba15d3,construction,2165
f11a795d-c6fc-4750-9307-c8c73745a07e,efe1c49c-923e-46bf-8dee-3ab76f13b3ec,maintenance,9166
9004ce10-d00f-406f-9d82-ecdfd9dcfcfd,9d4d0ec2-ee80-4355-a44f-f7e2d139272d,install,5489
43f79701-b71c-4770-ba13-bc8460f0f607,5ae75032-edc5-48e3-afd7-60dcd5e6c250,repair,542
43f79701-b71c-4770-ba13-bc8460f0f607,4b60991c-a206-4fd4-92b9-c585e660100d,painting,7125
c628ade6-a1e9-4a3e-8490-e114daa47c63,8b52db8b-2fdb-43b4-8867-e9fb92d71663,cleaning,1129
c628ade6-a1e9-4a3e-8490-e114daa47c63,2affc82c-e391-495c-94ed-a1fdbfbed14f,construction,944
c628ade6-a1e9-4a3e-8490-e114daa47c63,33a28a2a-c160-4a37-a49e-a0fc28607749,construction,1588
c628ade6-a1e9-4a3e-8490-e114daa47c63,c2e7b258-6310-4980-9c63-6c0a6bac2c3c,maintenance,1721
dae6eaa6-fb88-4889-beb0-2c0963af3de8,71ce7635-7376-47c6-b07d-e68ba02b5a91,cleaning,727
98d9c430-59c8-4843-b076-2aa61629afdc,37a21f28-e82e-418c-abfa-b8f0037058e2,install,1435
98d9c430-59c8-4843-b076-2aa61629afdc,f7bc896a-c304-42ea-857e-bd5d60076169,cleaning,785
98d9c430-59c8-4843-b076-2aa61629afdc,2d70970a-20c3-4eeb-b19b-49a74e04dec8,painting,1665
98d9c430-59c8-4843-b076-2aa61629afdc,7f649db5-80a4-4f9a-a72f-4695d05568ee,install,171
98d9c430-59c8-4843-b076-2aa61629afdc,fe308b2c-287d-45f1-bd5b-48a3785f4216,maintenance,3244
04ebc468-12f2-4f23-a65a-1bc523ccc613,4f2004e8-844d-4f0d-b52c-2302af3d188d,construction,1066
04ebc468-12f2-4f23-a65a-1bc523ccc613,d67394f6-c461-4479-8d67-d6c26625f780,painting,7358
f1bae320-9982-4423-914e-eb342714e573,c5ac71b9-299a-434f-8c93-ea4c8db19655,install,166
f1bae320-9982-4423-914e-eb342714e573,86791c9a-f6e7-4686-99b2-6404867d51ee,maintenance,2032
f1bae320-9982-4423-914e-eb342714e573,9105df95-14ad-445a-9c07-31bf61defcba,cleaning,5582
f2cb32a7-16e8-4bd6-97d5-c494ddfcb727,d79118b5-2b0d-4bcb-968f-2d59ec85c6f0,painting,8874
c31f7d64-e596-4725-9c0b-d388b734556a,c884b2c6-d60d-4667-a35d-312548ceb1df,repair,359
c31f7d64-e596-4725-9c0b-d388b734556a,2cd5766b-9470-4c76-b888-8782648ce23e,other,1100
84730c70-0fe0-41b3-8dfb-018f1d8fe0cd,53a1c35a-7ef6-4da1-b389-6c3b4e53e764,maintenance,43
84730c70-0fe0-41b3-8dfb-018f1d8fe0cd,96f7abce-6852-4f9e-b903-a0d4e2d1ba86,other,163
84730c70-0fe0-41b3-8dfb-018f1d8fe0cd,e0b58f92-1dfe-4a43-b86b-f578733623e4,painting,371
84730c70-0fe0-41b3-8dfb-018f1d8fe0cd,323c1df8-8e93-4d84-b522-48b0d605c35f,maintenance,791
84730c70-0fe0-41b3-8dfb-018f1d8fe0cd,a53aa9d7-436f-44fe-89fc-6448c5a635f8,painting,906
c2c9681f-ed62-44f8-8c01-2bfc70becd33,33fce71a-3870-4a7a-8d3a-7b4d139c68fd,repair,43
c2c9681f-ed62-44f8-8c01-2bfc70becd33,9f0c727f-1603-418c-81df-8e4170048729,cleaning,194
c2c9681f-ed62-44f8-8c01-2bfc70becd33,a3974bad-1481-4323-8b92-ead8abc14a66,other,1423
c2c9681f-ed62-44f8-8c01-2bfc70becd33,1a18df61-047d-446e-bd61-03f43057ebbd,maintenance,1785
c2c9681f-ed62-44f8-8c01-2bfc70becd33,86af77c1-90b9-4e1e-86b0-8effd237b651,cleaning,2712
c769bbe3-d3e5-4ae8-9b05-6039cf2774c2,8dac252a-07cc-4ea7-91a5-cefd6b9e19a1,maintenance,119
c769bbe3-d3e5-4ae8-9b05-6039cf2774c2,1f3aad91-0bd6-4a17-a6c1-0ac9115a6040,other,150
c769bbe3-d3e5-4ae8-9b05-6039cf2774c2,99391f7b-8b1b-4a27-bff7-7841a33750f3,painting,21
c769bbe3-d3e5-4ae8-9b05-6039cf2774c2,6c5a6949-bb54-4f36-b65c-4a7cbbe3c801,construction,49
c769bbe3-d3e5-4ae8-9b05-6039cf2774c2,be9bbc37-3adf-402c-9b80-e3f921a37595,painting,494
08501c4b-101a-4190-9840-4e7ef870cb92,d46b9644-015c-49de-90f0-ea284279b9e9,painting,1270
08501c4b-101a-4190-9840-4e7ef870cb92,ea2f1b33-1d62-437c-858a-dd11864a4b90,other,467
08501c4b-101a-4190-9840-4e7ef870cb92,c9fbce36-5398-4047-8812-9dfeef5d0776,other,1135
08501c4b-101a-4190-9840-4e7ef870cb92,b1620db6-51ce-48fa-af58-85d5a209f221,repair,1488
08501c4b-101a-4190-9840-4e7ef870cb92,172a66d0-f2a9-473d-986d-5713419ad24a,maintenance,2449
011af890-8d27-4456-a34b-8dfa76bbdb27,28b95569-0e4c-4ef8-ba0d-bf43b4c5d87d,maintenance,25
011af890-8d27-4456-a34b-8dfa76bbdb27,4fcc1cd8-9727-4741-b720-ecab0bf3c940,other,38
011af890-8d27-4456-a34b-8dfa76bbdb27,d4be8271-97c3-4931-8b73-19cfdb9d8a91,painting,228
011af890-8d27-4456-a34b-8dfa76bbdb27,fe3246de-9b26-4693-9ad2-d774ed927fd7,repair,485
011af890-8d27-4456-a34b-8dfa76bbdb27,cd4b7a4a-a06f-4b82-a64f-1ccf1d14b803,cleaning,574
a24c1293-949a-4cc5-84e3-db3ef48ecfb9,0ecd4d9d-9fbe-4b7e-998c-61f6a3856cab,maintenance,1266
a24c1293-949a-4cc5-84e3-db3ef48ecfb9,ec77f185-4d52-4480-944d-2b82002731c7,other,2808
c71c8615-d978-4e03-a1c1-99354fc18a63,f29f6771-2014-446a-a52b-b126e4ace9ca,construction,1310
c71c8615-d978-4e03-a1c1-99354fc18a63,b40f63fb-2322-4f3f-ab86-0dc7e6326333,other,3190
c71c8615-d978-4e03-a1c1-99354fc18a63,499f85cf-0d55-4501-b1ba-7770c498412e,repair,4684
bf3f0a3c-1a75-4aee-a59a-f16138ea5faf,c0bac43d-5ea0-4dbd-95ad-0ab1afaf82eb,painting,371
bf3f0a3c-1a75-4aee-a59a-f16138ea5faf,a6e50908-1f2b-4dbc-a183-057f8b1f09ed,install,1153
bf3f0a3c-1a75-4aee-a59a-f16138ea5faf,e00bfa06-3494-4451-8bb2-35980612f124,construction,3048
f36f0b6c-6d3e-45a8-826d-4c965534599b,3d848053-4a07-4a92-829f-28fbb77d39ef,repair,634
73dd5683-7be6-409a-af86-1b37f4ad4193,9470f494-624f-4f35-9432-112ae797ad39,maintenance,160
73dd5683-7be6-409a-af86-1b37f4ad4193,46798b29-612a-4567-962a-8add65ab042c,painting,552
73dd5683-7be6-409a-af86-1b37f4ad4193,8e534297-dcfb-4ab0-8c2b-841d4e4e4d02,cleaning,692
73dd5683-7be6-409a-af86-1b37f4ad4193,c22f2afb-a770-480a-a3d9-353eea5e8bb2,painting,408
73dd5683-7be6-409a-af86-1b37f4ad4193,7d43b3ef-71e6-4f24-8737-cc6a52b9b201,construction,1321
f40af33d-1304-4224-8ff9-db6c8c0379fd,c3db6fa6-bde1-4964-b254-2c1f909767f3,other,71
f40af33d-1304-4224-8ff9-db6c8c0379fd,2096325a-9e52-4342-b2d3-daf217eef71f,painting,18
f40af33d-1304-4224-8ff9-db6c8c0379fd,a3804155-2349-4f22-9966-42f35f1ace88,construction,434
f40af33d-1304-4224-8ff9-db6c8c0379fd,28f8867e-1a1d-4781-8b51-0be4e4bb947a,maintenance,262
f40af33d-1304-4224-8ff9-db6c8c0379fd,33244444-31bd-4253-a1a7-887afe7ccfaf,maintenance,1067
e2316a96-b583-43f8-922c-370522fbcb70,fe334117-c383-4d58-b5dc-f8e7a97f9ff9,maintenance,2066
e2316a96-b583-43f8-922c-370522fbcb70,b9174e5d-936c-439d-b9c4-272d968193af,painting,916
e2316a96-b583-43f8-922c-370522fbcb70,36945e76-c062-4ecf-a272-fdefd46de1b5,install,3291
db5ecba9-a68a-4a98-844c-db537a742312,8e6d172f-d066-41b5-895c-2e31e82ddfd6,cleaning,6255
0e8c8a5b-8034-482c-a286-090c3e3cb754,6e15577f-3069-4f78-9147-a153ce9fa1c2,maintenance,383
0e8c8a5b-8034-482c-a286-090c3e3cb754,92c4f4c7-bb46-4dcb-a171-d5ff26d32510,cleaning,1606
0e8c8a5b-8034-482c-a286-090c3e3cb754,793eefc3-7656-4cff-8128-9b5176003339,install,1794
0e8c8a5b-8034-482c-a286-090c3e3cb754,0c2c29a2-3633-4bc4-8645-908bc7246e04,cleaning,1382
0e8c8a5b-8034-482c-a286-090c3e3cb754,ff63481c-dd91-45b1-8141-5e970d2adefc,maintenance,2805
4883178f-ac1d-4afc-a448-f434a45f7d42,42286d66-1b68-428f-9ba4-5f47f605ae84,install,141
4883178f-ac1d-4afc-a448-f434a45f7d42,c1789788-e97f-4a0f-8b0f-08c68943a2bb,maintenance,10
4883178f-ac1d-4afc-a448-f434a45f7d42,7a38dde2-6373-4d0d-9217-91bccee4b7b2,repair,1628
26f09cb9-121f-46ba-9d9e-cdd5521a49a1,4fb5ad59-8f95-429f-b7d4-28e46c3044f6,construction,1136
26f09cb9-121f-46ba-9d9e-cdd5521a49a1,3c1b2359-f755-4abc-be06-2fa7c6175893,maintenance,559
26f09cb9-121f-46ba-9d9e-cdd5521a49a1,c27eed7f-4f55-4343-bd58-3075ac9dbbd4,maintenance,280
26f09cb9-121f-46ba-9d9e-cdd5521a49a1,1455354e-2c93-434f-8504-6a6fff4c0643,install,1344
26f09cb9-121f-46ba-9d9e-cdd5521a49a1,d7224de0-8519-4458-95e9-b0759b9e749c,other,6605
f4b0a64b-5791-4c94-8a7b-7935292e19ec,b337b5cd-01f6-48c6-8311-685d8d80caa1,maintenance,1867
f4b0a64b-5791-4c94-8a7b-7935292e19ec,5085c11d-0d75-4882-96c2-c2110048d6d1,construction,290
f4b0a64b-5791-4c94-8a7b-7935292e19ec,5e2888b0-8179-4fc0-9ede-6822356e989a,repair,88
f4b0a64b-5791-4c94-8a7b-7935292e19ec,2a336f31-d908-4464-bbae-d0135abbec7f,painting,5958
1cb04fbe-9941-4990-be4a-68c05ad0ac42,0af991ff-6d41-4f8d-a616-5b5cc4e9b8e3,install,750
1cb04fbe-9941-4990-be4a-68c05ad0ac42,16c70807-b4fd-4c2b-b137-219b8b790ed5,other,1383
1cb04fbe-9941-4990-be4a-68c05ad0ac42,e5df451c-2f2a-4651-9f4f-526d62a9afcd,painting,1676
fb75350e-bc14-4451-8d39-16d598ceae62,f0764520-75e9-4ff0-916d-4f23cdd5af69,maintenance,1625
fb75350e-bc14-4451-8d39-16d598ceae62,fb5e80f3-645d-4088-8b0f-5f8136e0ebde,other,1442
fb75350e-bc14-4451-8d39-16d598ceae62,45b7aee2-e73e-400b-8e96-0560b1ae17fd,other,1544
fb75350e-bc14-4451-8d39-16d598ceae62,6c837566-18ce-475b-9ecf-27d99073e02d,install,65
fb75350e-bc14-4451-8d39-16d598ceae62,5d089af4-055f-4b0c-a126-68faa5db5265,maintenance,3605
f093fe39-354e-4ae2-a4a4-5ba7d510b730,436ac87b-5a8a-43b1-93e7-79a6d4b94dc4,construction,166
f093fe39-354e-4ae2-a4a4-5ba7d510b730,d3ad4301-5712-40d0-9f3e-536f28c681b7,other,3245
5b6caaf5-5241-4f05-aaba-7299776cc9ac,76e861bd-006e-4951-b097-26692d0f6b78,painting,502
5b6caaf5-5241-4f05-aaba-7299776cc9ac,314050af-70e8-43d1-9ace-349baa5731fe,construction,219
5b6caaf5-5241-4f05-aaba-7299776cc9ac,66118b02-198b-46de-80c1-a72d6fafc298,construction,3908
410aafef-e556-427d-8c7e-95e5593c11f3,446dc718-c7bf-4a1f-9e6d-fbe789c446cc,painting,80
410aafef-e556-427d-8c7e-95e5593c11f3,d41809a8-4fde-4094-877f-24866239ef7d,construction,732
3f7fd549-d8cb-4b57-9489-b7d9f1a9dd51,6935fe95-92e1-482d-82b7-a741240b2014,repair,457
3f7fd549-d8cb-4b57-9489-b7d9f1a9dd51,61c63b3e-072d-415f-addb-0e83bd2ec03d,painting,1132
3f7fd549-d8cb-4b57-9489-b7d9f1a9dd51,0d28f115-d874-45d5-967b-4e82a65ad243,install,73
3f7fd549-d8cb-4b57-9489-b7d9f1a9dd51,cd358593-bba3-4318-a28b-20d3bc56e8a1,maintenance,1365
3f7fd549-d8cb-4b57-9489-b7d9f1a9dd51,1f0c8dda-c059-422e-be67-d84c7e882954,construction,2568
b1c987de-29db-4dc8-b968-e629c81675a9,7bffd97a-7682-45e6-ab80-da1c49a3ce5d,maintenance,450
b1c987de-29db-4dc8-b968-e629c81675a9,1781a9a1-657a-4f4f-a5b8-9b954c9ffdeb,repair,2103
b1c987de-29db-4dc8-b968-e629c81675a9,da795ac6-9a73-4075-bdf0-771ea74dd7c8,install,1668
b1c987de-29db-4dc8-b968-e629c81675a9,051a4145-2590-4d04-9e36-986989dbf47d,cleaning,1199
b1c987de-29db-4dc8-b968-e629c81675a9,6805064a-9503-4cce-8b33-8277a0669d80,install,3631
b23b026e-3ec6-49de-b4c9-244c3c33a80d,4dca6abf-d87c-4504-ba3e-d357eb4545b4,other,753
fb3657e4-4675-4e88-96c8-9f1c585f5588,2e6e8ea3-d5a0-4720-bf61-1b7da1bb470d,painting,343
fb3657e4-4675-4e88-96c8-9f1c585f5588,a3a2f7ca-2dbc-4853-9b40-7f0f73b18d1a,maintenance,707
fb3657e4-4675-4e88-96c8-9f1c585f5588,eefae9f4-411a-4345-b80d-2158bfa02b97,other,464
fb3657e4-4675-4e88-96c8-9f1c585f5588,98d0dc03-6293-451d-a040-d28912a3fe54,install,573
fb3657e4-4675-4e88-96c8-9f1c585f5588,22116fbf-163e-4ee4-aacd-392c2bfd9dcd,construction,1860
91ea21c6-3343-499d-ad56-b94c09e0d46c,c09f8164-a8a9-4208-a114-87be6914c229,maintenance,1066
91ea21c6-3343-499d-ad56-b94c09e0d46c,6e477e87-2169-4d0a-a09b-3577dce02fc8,install,660
91ea21c6-3343-499d-ad56-b94c09e0d46c,b7eea646-4f9b-4c8f-b9f8-1900154a475d,other,2154
91ea21c6-3343-499d-ad56-b94c09e0d46c,359b5bc2-7b97-4865-a89f-4e226c3c2706,construction,1079
91ea21c6-3343-499d-ad56-b94c09e0d46c,ee1df158-ad32-4c11-ad01-786a1b6c8a0b,painting,4931
3edc67ff-3f71-4600-aaa0-0715010fb1d4,f348e905-e186-4dcd-b79c-f842a1441325,install,5299
eb050482-a0e7-4929-a2fe-3910e5ce9dc5,a28b99de-cec6-486c-85d9-082c8642e663,install,138
eb050482-a0e7-4929-a2fe-3910e5ce9dc5,047fa8a6-027e-4d62-a886-45c6b6a6c700,cleaning,1091
eb050482-a0e7-4929-a2fe-3910e5ce9dc5,0d9bf374-a00c-4367-b6da-a0eeb27359f7,construction,786
eb050482-a0e7-4929-a2fe-3910e5ce9dc5,a5603c04-2472-4fb8-bb3d-f9dc709275ed,install,4464
58001e16-9fef-41cd-980f-f50153520db8,ea850336-d5e4-4331-bdf4-0438b8e43e13,painting,2615
a4dede29-a9b9-4289-961e-62416bab015d,d0696a6d-d3e5-4dcf-afee-bf2759514980,other,958
a4dede29-a9b9-4289-961e-62416bab015d,63cf065b-5457-4841-bda3-12bf58a76031,install,2208
a4dede29-a9b9-4289-961e-62416bab015d,8a11aa40-3efd-4fa6-896e-66d753bae6cb,construction,5648
0c4c8adf-b7b4-4622-960a-d97e66fa808d,9bbb1a91-2128-4276-a040-257eb2bd198a,other,229
0c4c8adf-b7b4-4622-960a-d97e66fa808d,e185e21c-ae62-4299-afa1-5f03528ece16,construction,77
0c4c8adf-b7b4-4622-960a-d97e66fa808d,459286ab-77ab-4c0b-adfb-85293f8d2984,repair,7266
af7a7b01-7bcd-4ccc-acfe-61293c6cff48,427a0f75-d6ef-469d-af1b-34248d626441,painting,33
af7a7b01-7bcd-4ccc-acfe-61293c6cff48,cf36435f-108c-445a-9f7b-69ce1bbe03e7,painting,467
af7a7b01-7bcd-4ccc-acfe-61293c6cff48,d8e45513-863b-4b8d-b115-773872b9f5d3,install,1230
af7a7b01-7bcd-4ccc-acfe-61293c6cff48,22eff1f5-8cd4-4ef5-9139-3118b4e3aaa9,repair,4193
d339fbd3-05e4-4873-abdd-64203e11f520,055a5553-7c6b-4755-80ff-728e3edfd938,cleaning,2624
d339fbd3-05e4-4873-abdd-64203e11f520,34932149-f36c-434e-aeeb-83abab4f9f25,cleaning,2279
d339fbd3-05e4-4873-abdd-64203e11f520,43f8847e-a581-401d-8acd-448820b2491d,install,3942
854daa7b-b9f9-43bd-9582-8e5d24c34f69,718047af-df86-49fb-a9f7-ccc51353c15c,maintenance,765
854daa7b-b9f9-43bd-9582-8e5d24c34f69,145e740c-b9bb-4eda-89c4-819bed4b7bb4,cleaning,586
854daa7b-b9f9-43bd-9582-8e5d24c34f69,839536cb-fc01-463f-a511-38547f91c9a2,other,918
854daa7b-b9f9-43bd-9582-8e5d24c34f69,5526dbea-e336-423e-bec3-3bd5fbcebf28,maintenance,448
854daa7b-b9f9-43bd-9582-8e5d24c34f69,793281f9-9c15-4e66-ac85-6910fe32c526,cleaning,4722
be2cc39d-07b6-483b-95c8-0a203680631c,40a3980c-334f-47e2-a950-5679de6ff968,repair,1914
be2cc39d-07b6-483b-95c8-0a203680631c,2b259565-1600-4b0d-87ab-6fbfa9a86fd3,repair,1560
be2cc39d-07b6-483b-95c8-0a203680631c,9c3270c4-baeb-4030-9f4a-0ee7ebd2c964,painting,4250
cfc8287a-b0b7-486c-b5e9-53c0180acb88,70825fcf-b2ed-46a4-a210-713132d45c9a,cleaning,779
cfc8287a-b0b7-486c-b5e9-53c0180acb88,fc0e86d3-505c-402f-8c83-25b481cc1421,construction,576
cfc8287a-b0b7-486c-b5e9-53c0180acb88,04f716df-032c-4fa2-8477-746f29cf1071,maintenance,2956
8390f332-928b-4fe4-9fc7-2be2a5e12d62,7da5886a-4645-47b4-9384-2a14485bb88f,repair,4627
98b6a811-421e-45e8-bd41-bca15360b6e3,b892cec6-d000-40fe-b5ae-d8453476e546,repair,640
98b6a811-421e-45e8-bd41-bca15360b6e3,5f0666a6-259e-4925-aea7-064d82851cd3,maintenance,517
98b6a811-421e-45e8-bd41-bca15360b6e3,249eb832-5fa5-47b2-aa53-540148bb68dd,construction,561
98b6a811-421e-45e8-bd41-bca15360b6e3,6b130a92-58f1-4d12-8d0d-47568ed9fb7b,painting,2097
e7932580-4599-4e09-aada-b9ab64722aa5,2ebae5b0-c00c-4593-a3f8-929b3a2d70fc,repair,415
e7932580-4599-4e09-aada-b9ab64722aa5,447d4de0-a943-4cc5-adf9-a53897bd7ff7,other,2249
e7932580-4599-4e09-aada-b9ab64722aa5,0023de04-019c-4074-89fb-6c3669e54a51,cleaning,2701
b9a59fcf-6156-418c-93b7-b3238c1a3e5e,f6ed51ba-50b2-488f-b49c-b2d94c5499e7,construction,1333
b9a59fcf-6156-418c-93b7-b3238c1a3e5e,3fe1b1d0-921b-4287-8e71-b462d83d14b3,repair,1028
b9a59fcf-6156-418c-93b7-b3238c1a3e5e,c44806d4-6df8-4618-9aff-8fb38de8493a,construction,339
b9a59fcf-6156-418c-93b7-b3238c1a3e5e,c5af13b9-4f12-4c07-9dcc-585db985627d,install,2981
d0ad6752-bb3a-4664-a26a-26507a03542e,11bd531f-da37-4f81-ad46-c81f2be94a81,other,408
d0ad6752-bb3a-4664-a26a-26507a03542e,dcc35e19-86ee-4056-b758-4c79c801830d,painting,719
4ba65beb-ba29-42af-87df-778a116e76b9,d274ad08-d720-40d5-ab73-89771cdc9a36,other,737
4ba65beb-ba29-42af-87df-778a116e76b9,7b2eb588-bb93-4d86-a05d-34ce2dd0e949,repair,44
4ba65beb-ba29-42af-87df-778a116e76b9,5070792e-0808-4e56-8de7-dc54d7bb316d,install,135
