account_id,event_time,lifecycle_state
d96a7f80-bfec-4a0c-bbbf-0dfbf98f6a6b,2024-11-14 02:26:48,subscribed
d96a7f80-bfec-4a0c-bbbf-0dfbf98f6a6b,2025-03-26 02:26:48,churned
4e070720-4602-4082-83cb-94594e253866,2024-02-22 15:44:39,trial
f7851543-eda9-45fa-9e3b-de3b0805de23,2024-03-10 09:41:18,trial
f7851543-eda9-45fa-9e3b-de3b0805de23,2024-05-17 09:41:18,subscribed
6a026b0e-cf37-4734-9521-a4770de751ca,2024-03-17 23:05:40,trial
6a026b0e-cf37-4734-9521-a4770de751ca,2024-05-18 23:05:40,subscribed
6a026b0e-cf37-4734-9521-a4770de751ca,2024-08-22 23:05:40,churned
3ad44c9a-2007-436a-b23e-ded23d77f898,2024-06-07 03:35:50,trial
3ad44c9a-2007-436a-b23e-ded23d77f898,2024-07-28 03:35:50,subscribed
feccdb15-7aa7-40f1-b424-07e04d4e35c6,2024-07-21 12:17:20,trial
2c50a91f-982c-465a-bf5d-48b86527a82a,2024-06-13 08:36:40,trial
dfa1bf1a-c994-40c9-b4a2-2d4448c4a49c,2024-10-02 14:23:30,trial
dfa1bf1a-c994-40c9-b4a2-2d4448c4a49c,2024-12-18 14:23:30,subscribed
5be8a420-9af5-4f89-99d6-6acc1bb5a3ce,2024-04-18 13:06:24,trial
5be8a420-9af5-4f89-99d6-6acc1bb5a3ce,2024-07-02 13:06:24,subscribed
5be8a420-9af5-4f89-99d6-6acc1bb5a3ce,2024-12-17 13:06:24,churned
7e98cd91-4732-4f4e-9e97-a87866bb5ac7,2025-01-03 08:20:28,trial
7e98cd91-4732-4f4e-9e97-a87866bb5ac7,2025-03-19 08:20:28,subscribed
7e98cd91-4732-4f4e-9e97-a87866bb5ac7,2025-05-25 08:20:28,churned
fa21e145-7fb2-4020-ba04-2bc4aca60a1e,2024-09-11 18:18:52,trial
c9a88178-68f8-46f1-9e21-06abf6ccb607,2024-11-20 15:58:22,trial
7a5717aa-9655-41ca-bd04-21a46aa425f8,2024-10-14 05:03:39,trial
7a5717aa-9655-41ca-bd04-21a46aa425f8,2024-11-10 05:03:39,subscribed
7a5717aa-9655-41ca-bd04-21a46aa425f8,2025-02-07 05:03:39,churned
ea2703b1-5995-4e62-bafe-b61a1050e913,2024-03-22 08:00:17,trial
ea2703b1-5995-4e62-bafe-b61a1050e913,2024-06-15 08:00:17,subscribed
ea2703b1-5995-4e62-bafe-b61a1050e913,2024-08-06 08:00:17,churned
889dd245-90a3-493c-af00-58017c5062f9,2025-01-01 16:31:36,trial
889dd245-90a3-493c-af00-58017c5062f9,2025-02-11 16:31:36,subscribed
f9f9f43b-dc63-4718-a1c0-555128bf5d72,2024-08-11 11:14:03,trial
f9f9f43b-dc63-4718-a1c0-555128bf5d72,2024-09-23 11:14:03,subscribed
debfa569-0112-4198-8f4a-2c8d357dcaa7,2024-07-20 08:53:34,trial
debfa569-0112-4198-8f4a-2c8d357dcaa7,2024-09-09 08:53:34,subscribed
debfa569-0112-4198-8f4a-2c8d357dcaa7,2025-03-05 08:53:34,churned
7cc0ca96-c358-4ae3-8859-7e58e092dfbc,2024-06-18 12:38:35,trial
7cc0ca96-c358-4ae3-8859-7e58e092dfbc,2024-09-04 12:38:35,subscribed
7cc0ca96-c358-4ae3-8859-7e58e092dfbc,2024-12-25 12:38:35,churned
440ed331-e481-4c1f-815f-686a998f847a,2024-05-11 10:38:15,trial
440ed331-e481-4c1f-815f-686a998f847a,2024-07-04 10:38:15,subscribed
62939901-b6f8-4ce9-bc8c-191fbae55488,2024-07-17 19:18:06,trial
f89e6bea-68b5-457f-8919-203c05cddbd9,2024-09-14 08:28:12,trial
93e63f7f-d16f-43d9-ba08-b225d93aa203,2024-01-17 15:52:28,trial
93e63f7f-d16f-43d9-ba08-b225d93aa203,2024-02-08 15:52:28,subscribed
93e63f7f-d16f-43d9-ba08-b225d93aa203,2024-03-21 15:52:28,churned
903a1a3e-7efe-439f-8feb-462107ab3bca,2024-04-05 21:31:59,trial
903a1a3e-7efe-439f-8feb-462107ab3bca,2024-06-27 21:31:59,subscribed
903a1a3e-7efe-439f-8feb-462107ab3bca,2024-12-08 21:31:59,churned
a2bb5328-f036-4237-aa45-3239118fb7a1,2024-08-24 16:22:17,trial
a2bb5328-f036-4237-aa45-3239118fb7a1,2024-11-03 16:22:17,subscribed
a2bb5328-f036-4237-aa45-3239118fb7a1,2025-02-17 16:22:17,churned
cceef38c-8851-483b-bcc1-df443e07cdb1,2024-04-19 17:07:30,trial
cceef38c-8851-483b-bcc1-df443e07cdb1,2024-07-02 17:07:30,subscribed
cceef38c-8851-483b-bcc1-df443e07cdb1,2024-11-25 17:07:30,churned
8036b762-f746-483a-8edb-19e501de3967,2024-08-23 07:11:43,trial
8036b762-f746-483a-8edb-19e501de3967,2024-09-21 07:11:43,subscribed
8036b762-f746-483a-8edb-19e501de3967,2024-11-08 07:11:43,churned
02eae8f3-6a6e-47e1-b1af-bad3bdac0c7c,2024-02-09 15:48:41,trial
02eae8f3-6a6e-47e1-b1af-bad3bdac0c7c,2024-04-20 15:48:41,subscribed
02eae8f3-6a6e-47e1-b1af-bad3bdac0c7c,2024-09-10 15:48:41,churned
7c338c61-52e0-484e-9a19-250cd1e7facc,2024-05-07 14:11:26,trial
7c338c61-52e0-484e-9a19-250cd1e7facc,2024-05-24 14:11:26,subscribed
c34d911a-2ed8-4637-ae36-4126228f7b82,2024-09-06 11:45:25,trial
c34d911a-2ed8-4637-ae36-4126228f7b82,2024-11-15 11:45:25,subscribed
c34d911a-2ed8-4637-ae36-4126228f7b82,2025-05-08 11:45:25,churned
36cd11d6-daf0-432f-862a-d7ed38fc8219,2024-05-13 14:45:38,trial
36cd11d6-daf0-432f-862a-d7ed38fc8219,2024-06-03 14:45:38,subscribed
36cd11d6-daf0-432f-862a-d7ed38fc8219,2024-09-29 14:45:38,churned
075fc665-2350-46c7-a449-5d11d88163df,2024-11-25 22:49:52,trial
075fc665-2350-46c7-a449-5d11d88163df,2025-02-09 22:49:52,subscribed
075fc665-2350-46c7-a449-5d11d88163df,2025-03-31 22:49:52,churned
3f8060e6-94d9-48b9-8747-ddca5e3b619c,2024-04-02 16:53:00,trial
3f8060e6-94d9-48b9-8747-ddca5e3b619c,2024-05-09 16:53:00,subscribed
3f8060e6-94d9-48b9-8747-ddca5e3b619c,2024-09-03 16:53:00,churned
a554f17a-9841-4881-b1e9-9ca3ff7ab7a9,2024-11-14 03:27:36,trial
ef53b245-3e7c-4e27-b6cc-de59dbf444cf,2024-12-08 19:10:26,trial
9115bc00-608c-4bf9-af98-c5bd6e3aca5e,2024-06-01 08:34:15,trial
e031c22b-21f4-4f7c-bf09-cc094506a1b5,2024-12-02 00:07:35,trial
e031c22b-21f4-4f7c-bf09-cc094506a1b5,2025-01-26 00:07:35,subscribed
e031c22b-21f4-4f7c-bf09-cc094506a1b5,2025-07-10 00:07:35,churned
25de3d8f-7967-4e1c-aaef-272aebf6b7b8,2024-11-20 14:30:55,trial
522ba05d-5970-4b3a-a37c-254eee0dac9d,2024-12-29 10:29:20,trial
522ba05d-5970-4b3a-a37c-254eee0dac9d,2025-03-06 10:29:20,subscribed
522ba05d-5970-4b3a-a37c-254eee0dac9d,2025-07-04 10:29:20,churned
82fc6dff-dfb7-42ab-8971-bc695da81127,2024-05-26 01:24:16,trial
82fc6dff-dfb7-42ab-8971-bc695da81127,2024-08-14 01:24:16,subscribed
0781421f-47ea-4439-999f-8e460e3fecc8,2024-06-27 13:04:50,trial
0781421f-47ea-4439-999f-8e460e3fecc8,2024-08-04 13:04:50,subscribed
69b63243-5aec-474e-8b05-5ca5f938b35d,2024-04-20 17:26:52,trial
69b63243-5aec-474e-8b05-5ca5f938b35d,2024-06-24 17:26:52,subscribed
69b63243-5aec-474e-8b05-5ca5f938b35d,2024-12-20 17:26:52,churned
7e6086a6-b3cf-423b-8f42-b471b9fca473,2024-04-01 21:13:30,trial
7e6086a6-b3cf-423b-8f42-b471b9fca473,2024-04-18 21:13:30,subscribed
3c37ea49-97a9-42c1-98d0-984637c1f82e,2024-09-10 01:25:22,trial
3fa33217-87db-49e7-b6ec-724c53efda91,2024-11-15 05:00:02,trial
bdcabea4-603d-427c-a959-24aded0aa84c,2024-04-27 04:54:34,trial
bdcabea4-603d-427c-a959-24aded0aa84c,2024-05-22 04:54:34,subscribed
1a9491df-1474-419d-9260-712a5cc72088,2024-09-02 14:46:15,trial
fb8d97b0-bbbc-465a-94ad-727366c1cad8,2024-07-18 15:22:39,trial
fb8d97b0-bbbc-465a-94ad-727366c1cad8,2024-08-19 15:22:39,subscribed
fb8d97b0-bbbc-465a-94ad-727366c1cad8,2024-11-12 15:22:39,churned
fb0e0e55-aecd-474a-87e2-798fdcd4ff30,2024-12-31 17:28:36,trial
fb0e0e55-aecd-474a-87e2-798fdcd4ff30,2025-02-26 17:28:36,subscribed
fb0e0e55-aecd-474a-87e2-798fdcd4ff30,2025-07-08 17:28:36,churned
36e574b2-90a7-4326-ab05-3c79efe2cb30,2024-11-08 16:57:56,trial
36e574b2-90a7-4326-ab05-3c79efe2cb30,2025-01-08 16:57:56,subscribed
36e574b2-90a7-4326-ab05-3c79efe2cb30,2025-03-21 16:57:56,churned
3a55c8e3-2b47-40ba-acd2-7f8dde5755f6,2024-02-29 16:41:47,trial
